n33,0,1.52587890625e-05
n36,0,1.52587890625e-05
n40,1,3.0517578125e-05
n41,0,3.0517578125e-05
n43,0,3.0517578125e-05
n44,1,3.0517578125e-05
n47,0,3.0517578125e-05
n51,1,6.103515625e-05
n58,0,6.103515625e-05
n61,1,6.103515625e-05
n62,0,6.103515625e-05
n63,0,6.103515625e-05
n64,1,6.103515625e-05
n67,0,6.103515625e-05
n70,0,6.103515625e-05
n74,1,0.0001220703125
n75,1,0.0001220703125
n76,1,0.0001220703125
n77,0,0.0001220703125
n78,0,0.0001220703125
n79,0,0.0001220703125
n89,0,0.0001220703125
n90,0,0.0001220703125
n91,0,0.0001220703125
n92,1,0.0001220703125
n95,0,0.0001220703125
n98,0,0.0001220703125
n101,0,0.0001220703125
n105,1,0.000244140625
n106,1,0.000244140625
n107,1,0.000244140625
n117,0,0.000244140625
n123,0,0.000244140625
n127,0,0.000244140625
n128,0,0.000244140625
n129,1,0.000244140625
n132,0,0.000244140625
n135,0,0.000244140625
n138,0,0.000244140625
n141,0,0.000244140625
n145,1,0.00048828125
n146,0,0.00048828125
n147,1,0.00048828125
n148,0,0.00048828125
n149,1,0.00048828125
n150,0,0.00048828125
n151,1,0.00048828125
n152,1,0.00048828125
n153,0,0.00048828125
n154,1,0.00048828125
n155,0,0.00048828125
n165,0,0.00048828125
n171,0,0.00048828125
n175,0,0.00048828125
n176,0,0.00048828125
n177,1,0.00048828125
n180,0,0.00048828125
n183,0,0.00048828125
n186,0,0.00048828125
n189,0,0.00048828125
n192,0,0.00048828125
n193,1,0.00048828125
n197,1,0.0009765625
n198,1,0.0009765625
n199,1,0.0009765625
n209,0,0.0009765625
n210,1,0.0009765625
n211,1,0.0009765625
n212,0,0.0009765625
n213,1,0.0009765625
n214,0,0.0009765625
n223,0,0.0009765625
n229,0,0.0009765625
n233,0,0.0009765625
n234,0,0.0009765625
n235,1,0.0009765625
n238,0,0.0009765625
n241,0,0.0009765625
n244,0,0.0009765625
n247,0,0.0009765625
n250,0,0.0009765625
n253,0,0.0009765625
n254,1,0.0009765625
n258,1,0.001953125
n259,0,0.001953125
n260,1,0.001953125
n261,0,0.001953125
n262,1,0.001953125
n263,0,0.001953125
n264,1,0.001953125
n265,1,0.001953125
n266,0,0.001953125
n267,1,0.001953125
n268,0,0.001953125
n278,0,0.001953125
n279,1,0.001953125
n280,1,0.001953125
n281,0,0.001953125
n282,1,0.001953125
n283,0,0.001953125
n292,0,0.001953125
n298,0,0.001953125
n302,0,0.001953125
n303,0,0.001953125
n304,1,0.001953125
n307,0,0.001953125
n310,0,0.001953125
n313,0,0.001953125
n316,0,0.001953125
n319,0,0.001953125
n322,0,0.001953125
n323,1,0.001953125
n324,1,0.001953125
n325,0,0.001953125
n326,0,0.001953125
n327,0,0.001953125
n331,1,0.00390625
n332,1,0.00390625
n333,1,0.00390625
n334,1,0.00390625
n335,1,0.00390625
n336,0,0.00390625
n337,1,0.00390625
n338,0,0.00390625
n347,0,0.00390625
n348,1,0.00390625
n349,1,0.00390625
n350,0,0.00390625
n351,1,0.00390625
n352,0,0.00390625
n361,0,0.00390625
n367,0,0.00390625
n371,0,0.00390625
n374,0,0.00390625
n377,0,0.00390625
n380,0,0.00390625
n383,0,0.00390625
n386,0,0.00390625
n389,0,0.00390625
n390,1,0.00390625
n391,1,0.00390625
n392,0,0.00390625
n393,0,0.00390625
n394,0,0.00390625
n399,1,0.0078125
n400,1,0.0078125
n401,0,0.0078125
n402,1,0.0078125
n403,0,0.0078125
n404,1,0.0078125
n405,1,0.0078125
n406,1,0.0078125
n407,0,0.0078125
n408,1,0.0078125
n409,0,0.0078125
n418,0,0.0078125
n419,1,0.0078125
n420,1,0.0078125
n421,0,0.0078125
n422,1,0.0078125
n423,0,0.0078125
n432,0,0.0078125
n438,0,0.0078125
n452,0,0.015625
n456,0,0.0078125
n457,1,0.0078125
n458,1,0.0078125
n459,0,0.0078125
n460,0,0.0078125
n461,0,0.0078125
n467,1,0.015625
n481,0,0.015625
n482,1,0.015625
n483,1,0.015625
n484,0,0.015625
n485,1,0.015625
n486,0,0.015625
n495,0,0.015625
n499,0,0.015625
n502,1,0.015625
n505,0,0.015625
n519,0,0.015625
n523,0,0.015625
n529,1,0.03125
n530,1,0.03125
n531,1,0.03125
n532,0,0.03125
n533,1,0.03125
n534,0,0.03125
n543,0,0.03125
n544,0,0.03125
n545,0,0.03125
n546,0,0.03125
n555,0,0.03125
n558,0,0.03125
n561,0,0.03125
n564,0,0.03125
n575,0,0.03125
n585,1,0.0625
n586,1,0.0625
n587,1,0.0625
n588,0,0.0625
n589,1,0.0625
n590,0,0.0625
n599,0,0.0625
n607,0,0.0625
n610,0,0.0625
n613,0,0.0625
n614,1,0.0625
n615,1,0.0625
n616,0,0.0625
n617,1,0.0625
n618,0,0.0625
n624,0,0.0625
n628,0,0.0625
n634,1,0.125
n648,0,0.125
n657,0,0.125
n658,1,0.125
n659,1,0.125
n660,0,0.125
n661,1,0.125
n662,0,0.125
n668,0,0.125
n672,0,0.125
n708,0,0.25
n735,0,0.5
m00,0,1.52587890625e-05
m01,0,3.0517578125e-05
m02,0,6.103515625e-05
m03,0,0.0001220703125
m04,0,0.000244140625
m05,0,0.00048828125
m06,0,0.0009765625
m07,0,0.001953125
m08,0,0.00390625
m09,0,0.0078125
m10,0,0.015625
m11,0,0.03125
m12,0,0.0625
m13,0,0.125
m14,0,0.25
m15,0,0.5
